modGenes	module	colourRGB
ENSBTAG00000002171	blue	#0000FF
ENSBTAG00000002175	green	#00FF00
ENSBTAG00000002176	turquoise	#40E0D0
ENSBTAG00000002177	black	#000000
ENSBTAG00000002179	turquoise	#40E0D0
ENSBTAG00000002185	brown	#A52A2A
ENSBTAG00000002187	pink	#FFC0CB
ENSBTAG00000002189	blue	#0000FF
ENSBTAG00000002190	royalblue	#4169E1
ENSBTAG00000002191	turquoise	#40E0D0
ENSBTAG00000002201	black	#000000
ENSBTAG00000002202	darkturquoise	#00CED1
ENSBTAG00000002209	brown	#A52A2A
ENSBTAG00000002211	yellow	#FFFF00
ENSBTAG00000002219	turquoise	#40E0D0
ENSBTAG00000002220	green	#00FF00
ENSBTAG00000002224	turquoise	#40E0D0
ENSBTAG00000002226	yellow	#FFFF00
ENSBTAG00000002236	darkgrey	#A9A9A9
ENSBTAG00000002242	tan	#D2B48C
ENSBTAG00000002249	blue	#0000FF
ENSBTAG00000002256	turquoise	#40E0D0
ENSBTAG00000002257	red	#FF0000
ENSBTAG00000002260	green	#00FF00
ENSBTAG00000002267	midnightblue	#191970
ENSBTAG00000002271	pink	#FFC0CB
ENSBTAG00000002272	yellow	#FFFF00
ENSBTAG00000002277	blue	#0000FF
ENSBTAG00000002279	purple	#A020F0
ENSBTAG00000002280	white	#FFFFFF
ENSBTAG00000002286	yellow	#FFFF00
ENSBTAG00000002287	darkred	#8B0000
ENSBTAG00000002290	blue	#0000FF
ENSBTAG00000002291	green	#00FF00
ENSBTAG00000002293	brown	#A52A2A
ENSBTAG00000002295	black	#000000
ENSBTAG00000002296	brown	#A52A2A
ENSBTAG00000002306	brown	#A52A2A
ENSBTAG00000002309	blue	#0000FF
ENSBTAG00000002313	black	#000000
ENSBTAG00000002323	blue	#0000FF
ENSBTAG00000002326	grey60	#999999
ENSBTAG00000002328	yellow	#FFFF00
ENSBTAG00000002332	brown	#A52A2A
ENSBTAG00000002336	magenta	#FF00FF
ENSBTAG00000002341	magenta	#FF00FF
ENSBTAG00000002345	turquoise	#40E0D0
ENSBTAG00000002347	brown	#A52A2A
ENSBTAG00000002349	red	#FF0000
ENSBTAG00000002350	turquoise	#40E0D0
ENSBTAG00000002352	turquoise	#40E0D0
ENSBTAG00000002356	turquoise	#40E0D0
ENSBTAG00000002357	turquoise	#40E0D0
ENSBTAG00000002363	blue	#0000FF
ENSBTAG00000002370	blue	#0000FF
ENSBTAG00000002376	brown	#A52A2A
ENSBTAG00000002377	black	#000000
ENSBTAG00000002378	brown	#A52A2A
ENSBTAG00000002381	turquoise	#40E0D0
ENSBTAG00000002382	blue	#0000FF
ENSBTAG00000002389	turquoise	#40E0D0
ENSBTAG00000002391	turquoise	#40E0D0
ENSBTAG00000002393	midnightblue	#191970
ENSBTAG00000002395	tan	#D2B48C
ENSBTAG00000002402	brown	#A52A2A
ENSBTAG00000002404	turquoise	#40E0D0
ENSBTAG00000002412	tan	#D2B48C
ENSBTAG00000002413	turquoise	#40E0D0
ENSBTAG00000002415	magenta	#FF00FF
ENSBTAG00000002416	turquoise	#40E0D0
ENSBTAG00000002423	purple	#A020F0
ENSBTAG00000002428	blue	#0000FF
ENSBTAG00000002431	black	#000000
ENSBTAG00000002432	turquoise	#40E0D0
ENSBTAG00000002435	turquoise	#40E0D0
ENSBTAG00000002444	brown	#A52A2A
ENSBTAG00000002447	blue	#0000FF
ENSBTAG00000002448	red	#FF0000
ENSBTAG00000002452	turquoise	#40E0D0
ENSBTAG00000002454	brown	#A52A2A
ENSBTAG00000002455	brown	#A52A2A
ENSBTAG00000002458	yellow	#FFFF00
ENSBTAG00000002460	turquoise	#40E0D0
ENSBTAG00000002462	black	#000000
ENSBTAG00000002472	blue	#0000FF
ENSBTAG00000002474	turquoise	#40E0D0
ENSBTAG00000002476	grey60	#999999
ENSBTAG00000002477	yellow	#FFFF00
ENSBTAG00000002487	black	#000000
ENSBTAG00000002490	tan	#D2B48C
ENSBTAG00000002493	salmon	#FA8072
ENSBTAG00000002495	brown	#A52A2A
ENSBTAG00000002497	red	#FF0000
ENSBTAG00000002501	turquoise	#40E0D0
ENSBTAG00000002503	turquoise	#40E0D0
ENSBTAG00000002504	purple	#A020F0
ENSBTAG00000002510	salmon	#FA8072
ENSBTAG00000002512	turquoise	#40E0D0
ENSBTAG00000002516	blue	#0000FF
ENSBTAG00000002520	magenta	#FF00FF
ENSBTAG00000002525	turquoise	#40E0D0
ENSBTAG00000002526	blue	#0000FF
ENSBTAG00000002528	pink	#FFC0CB
ENSBTAG00000002534	brown	#A52A2A
ENSBTAG00000002542	midnightblue	#191970
ENSBTAG00000002557	turquoise	#40E0D0
ENSBTAG00000002562	turquoise	#40E0D0
ENSBTAG00000002564	blue	#0000FF
ENSBTAG00000002566	grey60	#999999
ENSBTAG00000002570	blue	#0000FF
ENSBTAG00000002571	blue	#0000FF
ENSBTAG00000002573	green	#00FF00
ENSBTAG00000002575	salmon	#FA8072
ENSBTAG00000002576	red	#FF0000
ENSBTAG00000002578	greenyellow	#ADFF2F
ENSBTAG00000002586	black	#000000
ENSBTAG00000002590	salmon	#FA8072
ENSBTAG00000002591	brown	#A52A2A
ENSBTAG00000002594	brown	#A52A2A
ENSBTAG00000002596	turquoise	#40E0D0
ENSBTAG00000002603	white	#FFFFFF
ENSBTAG00000002606	blue	#0000FF
ENSBTAG00000002608	grey60	#999999
ENSBTAG00000002610	brown	#A52A2A
ENSBTAG00000002612	turquoise	#40E0D0
ENSBTAG00000002613	blue	#0000FF
ENSBTAG00000002614	magenta	#FF00FF
ENSBTAG00000002623	greenyellow	#ADFF2F
ENSBTAG00000002624	brown	#A52A2A
ENSBTAG00000002625	purple	#A020F0
ENSBTAG00000002627	grey60	#999999
ENSBTAG00000002628	midnightblue	#191970
ENSBTAG00000002630	magenta	#FF00FF
ENSBTAG00000002633	pink	#FFC0CB
ENSBTAG00000002643	turquoise	#40E0D0
ENSBTAG00000002645	turquoise	#40E0D0
ENSBTAG00000002646	pink	#FFC0CB
ENSBTAG00000002647	brown	#A52A2A
ENSBTAG00000002654	pink	#FFC0CB
ENSBTAG00000002658	blue	#0000FF
ENSBTAG00000002663	blue	#0000FF
ENSBTAG00000002669	blue	#0000FF
ENSBTAG00000002676	turquoise	#40E0D0
ENSBTAG00000002678	turquoise	#40E0D0
ENSBTAG00000002682	turquoise	#40E0D0
ENSBTAG00000002683	turquoise	#40E0D0
ENSBTAG00000002689	yellow	#FFFF00
ENSBTAG00000002693	magenta	#FF00FF
ENSBTAG00000002697	brown	#A52A2A
ENSBTAG00000002698	salmon	#FA8072
ENSBTAG00000002702	blue	#0000FF
ENSBTAG00000002703	brown	#A52A2A
ENSBTAG00000002704	turquoise	#40E0D0
ENSBTAG00000002708	magenta	#FF00FF
ENSBTAG00000002709	turquoise	#40E0D0
ENSBTAG00000002712	turquoise	#40E0D0
ENSBTAG00000002716	green	#00FF00
ENSBTAG00000002720	greenyellow	#ADFF2F
ENSBTAG00000002721	tan	#D2B48C
ENSBTAG00000002725	black	#000000
ENSBTAG00000002726	greenyellow	#ADFF2F
ENSBTAG00000002727	tan	#D2B48C
ENSBTAG00000002728	skyblue	#87CEEB
ENSBTAG00000002736	pink	#FFC0CB
ENSBTAG00000002742	green	#00FF00
ENSBTAG00000002743	brown	#A52A2A
ENSBTAG00000002746	purple	#A020F0
ENSBTAG00000002747	turquoise	#40E0D0
ENSBTAG00000002750	magenta	#FF00FF
ENSBTAG00000002751	red	#FF0000
ENSBTAG00000002755	greenyellow	#ADFF2F
ENSBTAG00000002763	turquoise	#40E0D0
ENSBTAG00000002764	turquoise	#40E0D0
ENSBTAG00000002769	green	#00FF00
ENSBTAG00000002774	turquoise	#40E0D0
ENSBTAG00000002778	brown	#A52A2A
ENSBTAG00000002779	red	#FF0000
ENSBTAG00000002782	turquoise	#40E0D0
ENSBTAG00000002783	green	#00FF00
ENSBTAG00000002784	green	#00FF00
ENSBTAG00000002791	brown	#A52A2A
ENSBTAG00000002792	turquoise	#40E0D0
ENSBTAG00000002795	greenyellow	#ADFF2F
ENSBTAG00000002796	blue	#0000FF
ENSBTAG00000002804	red	#FF0000
ENSBTAG00000002808	darkgreen	#006400
ENSBTAG00000002810	turquoise	#40E0D0
ENSBTAG00000002813	blue	#0000FF
ENSBTAG00000002816	blue	#0000FF
ENSBTAG00000002820	brown	#A52A2A
ENSBTAG00000002828	turquoise	#40E0D0
ENSBTAG00000002829	grey60	#999999
ENSBTAG00000002830	turquoise	#40E0D0
ENSBTAG00000002833	turquoise	#40E0D0
ENSBTAG00000002834	pink	#FFC0CB
ENSBTAG00000002836	yellow	#FFFF00
ENSBTAG00000002837	midnightblue	#191970
ENSBTAG00000002842	blue	#0000FF
ENSBTAG00000002845	blue	#0000FF
ENSBTAG00000002846	grey60	#999999
ENSBTAG00000002849	red	#FF0000
ENSBTAG00000002854	turquoise	#40E0D0
ENSBTAG00000002863	turquoise	#40E0D0
ENSBTAG00000002866	blue	#0000FF
ENSBTAG00000002874	turquoise	#40E0D0
ENSBTAG00000002879	turquoise	#40E0D0
ENSBTAG00000002880	blue	#0000FF
ENSBTAG00000002882	brown	#A52A2A
ENSBTAG00000002883	yellow	#FFFF00
ENSBTAG00000002890	green	#00FF00
ENSBTAG00000002896	darkturquoise	#00CED1
ENSBTAG00000002902	yellow	#FFFF00
ENSBTAG00000002904	turquoise	#40E0D0
ENSBTAG00000002907	black	#000000
ENSBTAG00000002917	turquoise	#40E0D0
ENSBTAG00000002918	turquoise	#40E0D0
ENSBTAG00000002920	darkred	#8B0000
ENSBTAG00000002921	turquoise	#40E0D0
ENSBTAG00000002922	brown	#A52A2A
ENSBTAG00000002929	brown	#A52A2A
ENSBTAG00000002935	brown	#A52A2A
ENSBTAG00000002947	purple	#A020F0
ENSBTAG00000002948	darkgreen	#006400
ENSBTAG00000002949	green	#00FF00
ENSBTAG00000002951	pink	#FFC0CB
ENSBTAG00000002953	pink	#FFC0CB
ENSBTAG00000002956	blue	#0000FF
ENSBTAG00000002959	yellow	#FFFF00
ENSBTAG00000002960	midnightblue	#191970
ENSBTAG00000002964	turquoise	#40E0D0
ENSBTAG00000002966	tan	#D2B48C
ENSBTAG00000002970	magenta	#FF00FF
ENSBTAG00000002971	green	#00FF00
ENSBTAG00000002973	blue	#0000FF
ENSBTAG00000002976	red	#FF0000
ENSBTAG00000002977	brown	#A52A2A
ENSBTAG00000002979	blue	#0000FF
ENSBTAG00000002982	red	#FF0000
ENSBTAG00000002988	magenta	#FF00FF
ENSBTAG00000002993	purple	#A020F0
ENSBTAG00000002995	blue	#0000FF
ENSBTAG00000003002	yellow	#FFFF00
ENSBTAG00000003012	turquoise	#40E0D0
ENSBTAG00000003014	brown	#A52A2A
ENSBTAG00000003015	magenta	#FF00FF
ENSBTAG00000003017	turquoise	#40E0D0
ENSBTAG00000003021	darkgreen	#006400
ENSBTAG00000003025	blue	#0000FF
ENSBTAG00000003034	pink	#FFC0CB
ENSBTAG00000003038	turquoise	#40E0D0
ENSBTAG00000003040	magenta	#FF00FF
ENSBTAG00000003043	tan	#D2B48C
ENSBTAG00000003044	green	#00FF00
ENSBTAG00000003047	blue	#0000FF
ENSBTAG00000003051	blue	#0000FF
ENSBTAG00000003059	salmon	#FA8072
ENSBTAG00000003062	green	#00FF00
ENSBTAG00000003063	darkgrey	#A9A9A9
ENSBTAG00000003064	royalblue	#4169E1
ENSBTAG00000003067	brown	#A52A2A
ENSBTAG00000003069	turquoise	#40E0D0
ENSBTAG00000003075	blue	#0000FF
ENSBTAG00000003076	blue	#0000FF
ENSBTAG00000003077	brown	#A52A2A
ENSBTAG00000003081	turquoise	#40E0D0
ENSBTAG00000003084	green	#00FF00
ENSBTAG00000003087	greenyellow	#ADFF2F
ENSBTAG00000003092	brown	#A52A2A
ENSBTAG00000003094	turquoise	#40E0D0
ENSBTAG00000003097	magenta	#FF00FF
ENSBTAG00000003098	pink	#FFC0CB
ENSBTAG00000003102	blue	#0000FF
ENSBTAG00000003109	purple	#A020F0
ENSBTAG00000003111	yellow	#FFFF00
ENSBTAG00000003112	salmon	#FA8072
ENSBTAG00000003114	green	#00FF00
ENSBTAG00000003115	brown	#A52A2A
ENSBTAG00000003116	magenta	#FF00FF
ENSBTAG00000003121	red	#FF0000
ENSBTAG00000003124	blue	#0000FF
ENSBTAG00000003128	blue	#0000FF
ENSBTAG00000003132	red	#FF0000
ENSBTAG00000003140	turquoise	#40E0D0
ENSBTAG00000003143	yellow	#FFFF00
ENSBTAG00000003147	greenyellow	#ADFF2F
ENSBTAG00000003148	purple	#A020F0
ENSBTAG00000003160	turquoise	#40E0D0
ENSBTAG00000003165	red	#FF0000
ENSBTAG00000003169	turquoise	#40E0D0
ENSBTAG00000003171	red	#FF0000
ENSBTAG00000003178	blue	#0000FF
ENSBTAG00000003185	black	#000000
ENSBTAG00000003186	tan	#D2B48C
ENSBTAG00000003189	yellow	#FFFF00
ENSBTAG00000003196	turquoise	#40E0D0
ENSBTAG00000003201	salmon	#FA8072
ENSBTAG00000003202	red	#FF0000
ENSBTAG00000003215	pink	#FFC0CB
ENSBTAG00000003217	red	#FF0000
ENSBTAG00000003218	yellow	#FFFF00
ENSBTAG00000003221	greenyellow	#ADFF2F
ENSBTAG00000003232	green	#00FF00
ENSBTAG00000003235	tan	#D2B48C
ENSBTAG00000003237	salmon	#FA8072
ENSBTAG00000003239	blue	#0000FF
ENSBTAG00000003242	turquoise	#40E0D0
ENSBTAG00000003255	brown	#A52A2A
ENSBTAG00000003256	brown	#A52A2A
ENSBTAG00000003257	royalblue	#4169E1
ENSBTAG00000003259	magenta	#FF00FF
ENSBTAG00000003261	blue	#0000FF
ENSBTAG00000003263	blue	#0000FF
ENSBTAG00000003265	greenyellow	#ADFF2F
ENSBTAG00000003267	turquoise	#40E0D0
ENSBTAG00000003276	green	#00FF00
ENSBTAG00000003279	blue	#0000FF
ENSBTAG00000003288	turquoise	#40E0D0
ENSBTAG00000003290	blue	#0000FF
ENSBTAG00000003298	turquoise	#40E0D0
ENSBTAG00000003299	lightgreen	#90EE90
ENSBTAG00000003303	turquoise	#40E0D0
ENSBTAG00000003307	magenta	#FF00FF
ENSBTAG00000003312	brown	#A52A2A
ENSBTAG00000003314	turquoise	#40E0D0
ENSBTAG00000003315	blue	#0000FF
ENSBTAG00000003325	darkturquoise	#00CED1
ENSBTAG00000003326	brown	#A52A2A
ENSBTAG00000003328	yellow	#FFFF00
ENSBTAG00000003329	turquoise	#40E0D0
ENSBTAG00000003330	black	#000000
ENSBTAG00000003332	turquoise	#40E0D0
ENSBTAG00000003338	magenta	#FF00FF
ENSBTAG00000003339	black	#000000
ENSBTAG00000003340	turquoise	#40E0D0
ENSBTAG00000003341	blue	#0000FF
ENSBTAG00000003342	greenyellow	#ADFF2F
ENSBTAG00000003354	darkgrey	#A9A9A9
ENSBTAG00000003358	black	#000000
ENSBTAG00000003359	magenta	#FF00FF
ENSBTAG00000003362	pink	#FFC0CB
ENSBTAG00000003365	green	#00FF00
ENSBTAG00000003366	turquoise	#40E0D0
ENSBTAG00000003371	turquoise	#40E0D0
ENSBTAG00000003372	blue	#0000FF
ENSBTAG00000003376	blue	#0000FF
ENSBTAG00000003378	tan	#D2B48C
ENSBTAG00000003381	turquoise	#40E0D0
ENSBTAG00000003382	red	#FF0000
ENSBTAG00000003388	blue	#0000FF
ENSBTAG00000003390	turquoise	#40E0D0
ENSBTAG00000003395	magenta	#FF00FF
ENSBTAG00000003397	turquoise	#40E0D0
ENSBTAG00000003399	purple	#A020F0
ENSBTAG00000003401	purple	#A020F0
ENSBTAG00000003403	blue	#0000FF
ENSBTAG00000003404	turquoise	#40E0D0
ENSBTAG00000003405	turquoise	#40E0D0
ENSBTAG00000003409	blue	#0000FF
ENSBTAG00000003410	blue	#0000FF
ENSBTAG00000003415	yellow	#FFFF00
ENSBTAG00000003417	turquoise	#40E0D0
ENSBTAG00000003418	brown	#A52A2A
ENSBTAG00000003419	midnightblue	#191970
ENSBTAG00000003421	blue	#0000FF
ENSBTAG00000003422	pink	#FFC0CB
ENSBTAG00000003423	turquoise	#40E0D0
ENSBTAG00000003425	turquoise	#40E0D0
ENSBTAG00000003434	turquoise	#40E0D0
ENSBTAG00000003438	magenta	#FF00FF
ENSBTAG00000003439	tan	#D2B48C
ENSBTAG00000003443	turquoise	#40E0D0
ENSBTAG00000003450	blue	#0000FF
ENSBTAG00000003456	turquoise	#40E0D0
ENSBTAG00000003458	purple	#A020F0
ENSBTAG00000003460	brown	#A52A2A
ENSBTAG00000003469	pink	#FFC0CB
ENSBTAG00000003481	green	#00FF00
ENSBTAG00000003489	black	#000000
ENSBTAG00000003490	darkturquoise	#00CED1
ENSBTAG00000003495	darkgrey	#A9A9A9
ENSBTAG00000003500	midnightblue	#191970
ENSBTAG00000003501	skyblue	#87CEEB
ENSBTAG00000003503	yellow	#FFFF00
ENSBTAG00000003504	blue	#0000FF
ENSBTAG00000003509	magenta	#FF00FF
ENSBTAG00000003516	turquoise	#40E0D0
ENSBTAG00000003526	yellow	#FFFF00
ENSBTAG00000003527	turquoise	#40E0D0
ENSBTAG00000003530	brown	#A52A2A
ENSBTAG00000003532	darkred	#8B0000
ENSBTAG00000003536	greenyellow	#ADFF2F
ENSBTAG00000003541	purple	#A020F0
ENSBTAG00000003545	greenyellow	#ADFF2F
ENSBTAG00000003546	turquoise	#40E0D0
ENSBTAG00000003547	turquoise	#40E0D0
ENSBTAG00000003552	brown	#A52A2A
ENSBTAG00000003553	midnightblue	#191970
ENSBTAG00000003555	black	#000000
ENSBTAG00000003557	turquoise	#40E0D0
ENSBTAG00000003559	green	#00FF00
ENSBTAG00000003561	yellow	#FFFF00
ENSBTAG00000003566	blue	#0000FF
ENSBTAG00000003570	turquoise	#40E0D0
ENSBTAG00000003577	pink	#FFC0CB
ENSBTAG00000003578	brown	#A52A2A
ENSBTAG00000003579	green	#00FF00
ENSBTAG00000003581	blue	#0000FF
ENSBTAG00000003585	greenyellow	#ADFF2F
ENSBTAG00000003586	yellow	#FFFF00
ENSBTAG00000003587	turquoise	#40E0D0
ENSBTAG00000003588	yellow	#FFFF00
ENSBTAG00000003589	pink	#FFC0CB
ENSBTAG00000003602	white	#FFFFFF
ENSBTAG00000003604	turquoise	#40E0D0
ENSBTAG00000003606	turquoise	#40E0D0
ENSBTAG00000003609	turquoise	#40E0D0
ENSBTAG00000003610	blue	#0000FF
ENSBTAG00000003614	turquoise	#40E0D0
ENSBTAG00000003616	turquoise	#40E0D0
ENSBTAG00000003617	turquoise	#40E0D0
ENSBTAG00000003622	blue	#0000FF
ENSBTAG00000003625	lightgreen	#90EE90
ENSBTAG00000003634	blue	#0000FF
ENSBTAG00000003639	brown	#A52A2A
ENSBTAG00000003640	red	#FF0000
ENSBTAG00000003642	brown	#A52A2A
ENSBTAG00000003649	turquoise	#40E0D0
ENSBTAG00000003650	turquoise	#40E0D0
ENSBTAG00000003652	turquoise	#40E0D0
ENSBTAG00000003653	pink	#FFC0CB
ENSBTAG00000003661	blue	#0000FF
ENSBTAG00000003665	turquoise	#40E0D0
ENSBTAG00000003679	yellow	#FFFF00
ENSBTAG00000003682	blue	#0000FF
ENSBTAG00000003684	red	#FF0000
ENSBTAG00000003687	darkgreen	#006400
ENSBTAG00000003690	green	#00FF00
ENSBTAG00000003695	brown	#A52A2A
ENSBTAG00000003696	blue	#0000FF
ENSBTAG00000003697	tan	#D2B48C
ENSBTAG00000003702	purple	#A020F0
ENSBTAG00000003707	turquoise	#40E0D0
ENSBTAG00000003710	black	#000000
ENSBTAG00000003711	blue	#0000FF
ENSBTAG00000003719	turquoise	#40E0D0
ENSBTAG00000003721	blue	#0000FF
ENSBTAG00000003726	green	#00FF00
ENSBTAG00000003727	yellow	#FFFF00
ENSBTAG00000003728	green	#00FF00
ENSBTAG00000003740	yellow	#FFFF00
ENSBTAG00000003745	yellow	#FFFF00
ENSBTAG00000003746	turquoise	#40E0D0
ENSBTAG00000003748	darkgrey	#A9A9A9
ENSBTAG00000003752	blue	#0000FF
ENSBTAG00000003757	pink	#FFC0CB
ENSBTAG00000003758	brown	#A52A2A
ENSBTAG00000003759	blue	#0000FF
ENSBTAG00000003763	blue	#0000FF
ENSBTAG00000003764	purple	#A020F0
ENSBTAG00000003769	turquoise	#40E0D0
ENSBTAG00000003775	red	#FF0000
ENSBTAG00000003781	red	#FF0000
ENSBTAG00000003784	tan	#D2B48C
ENSBTAG00000003788	turquoise	#40E0D0
ENSBTAG00000003789	tan	#D2B48C
ENSBTAG00000003791	blue	#0000FF
ENSBTAG00000003793	green	#00FF00
ENSBTAG00000003794	blue	#0000FF
ENSBTAG00000003798	turquoise	#40E0D0
ENSBTAG00000003799	turquoise	#40E0D0
ENSBTAG00000003801	turquoise	#40E0D0
ENSBTAG00000003807	purple	#A020F0
ENSBTAG00000003808	blue	#0000FF
ENSBTAG00000003809	blue	#0000FF
ENSBTAG00000003810	salmon	#FA8072
ENSBTAG00000003815	turquoise	#40E0D0
ENSBTAG00000003817	turquoise	#40E0D0
ENSBTAG00000003820	turquoise	#40E0D0
ENSBTAG00000003822	blue	#0000FF
ENSBTAG00000003825	purple	#A020F0
ENSBTAG00000003836	brown	#A52A2A
ENSBTAG00000003840	turquoise	#40E0D0
ENSBTAG00000003842	pink	#FFC0CB
ENSBTAG00000003843	yellow	#FFFF00
ENSBTAG00000003845	turquoise	#40E0D0
ENSBTAG00000003848	blue	#0000FF
ENSBTAG00000003849	pink	#FFC0CB
ENSBTAG00000003851	purple	#A020F0
ENSBTAG00000003855	blue	#0000FF
ENSBTAG00000003857	salmon	#FA8072
ENSBTAG00000003866	pink	#FFC0CB
ENSBTAG00000003872	magenta	#FF00FF
ENSBTAG00000003876	green	#00FF00
ENSBTAG00000003877	turquoise	#40E0D0
ENSBTAG00000003878	turquoise	#40E0D0
ENSBTAG00000003882	brown	#A52A2A
ENSBTAG00000003884	salmon	#FA8072
ENSBTAG00000003885	yellow	#FFFF00
ENSBTAG00000003887	turquoise	#40E0D0
ENSBTAG00000003892	black	#000000
ENSBTAG00000003897	turquoise	#40E0D0
ENSBTAG00000003898	blue	#0000FF
ENSBTAG00000003901	turquoise	#40E0D0
ENSBTAG00000003902	tan	#D2B48C
ENSBTAG00000003904	brown	#A52A2A
ENSBTAG00000003906	turquoise	#40E0D0
ENSBTAG00000003907	yellow	#FFFF00
ENSBTAG00000003908	brown	#A52A2A
ENSBTAG00000003916	blue	#0000FF
ENSBTAG00000003922	midnightblue	#191970
ENSBTAG00000003928	brown	#A52A2A
ENSBTAG00000003929	tan	#D2B48C
ENSBTAG00000003930	cyan	#00FFFF
ENSBTAG00000003934	royalblue	#4169E1
ENSBTAG00000003941	brown	#A52A2A
ENSBTAG00000003942	brown	#A52A2A
ENSBTAG00000003949	darkgreen	#006400
ENSBTAG00000003954	royalblue	#4169E1
ENSBTAG00000003957	blue	#0000FF
ENSBTAG00000003959	blue	#0000FF
ENSBTAG00000003960	salmon	#FA8072
ENSBTAG00000003961	turquoise	#40E0D0
ENSBTAG00000003966	blue	#0000FF
ENSBTAG00000003967	turquoise	#40E0D0
ENSBTAG00000003968	darkturquoise	#00CED1
ENSBTAG00000003970	grey60	#999999
ENSBTAG00000003975	turquoise	#40E0D0
ENSBTAG00000003981	turquoise	#40E0D0
ENSBTAG00000003983	turquoise	#40E0D0
ENSBTAG00000003985	green	#00FF00
ENSBTAG00000003986	turquoise	#40E0D0
ENSBTAG00000003989	turquoise	#40E0D0
ENSBTAG00000003997	turquoise	#40E0D0
ENSBTAG00000004000	turquoise	#40E0D0
ENSBTAG00000004005	yellow	#FFFF00
ENSBTAG00000004010	red	#FF0000
ENSBTAG00000004011	green	#00FF00
ENSBTAG00000004015	royalblue	#4169E1
ENSBTAG00000004017	blue	#0000FF
ENSBTAG00000004018	turquoise	#40E0D0
ENSBTAG00000004019	turquoise	#40E0D0
ENSBTAG00000004023	blue	#0000FF
ENSBTAG00000004024	turquoise	#40E0D0
ENSBTAG00000004028	yellow	#FFFF00
ENSBTAG00000004034	tan	#D2B48C
ENSBTAG00000004039	blue	#0000FF
ENSBTAG00000004041	purple	#A020F0
ENSBTAG00000004051	darkgreen	#006400
ENSBTAG00000004054	greenyellow	#ADFF2F
ENSBTAG00000004059	turquoise	#40E0D0
ENSBTAG00000004061	brown	#A52A2A
ENSBTAG00000004064	turquoise	#40E0D0
ENSBTAG00000004066	green	#00FF00
ENSBTAG00000004072	tan	#D2B48C
ENSBTAG00000004075	brown	#A52A2A
ENSBTAG00000004077	midnightblue	#191970
ENSBTAG00000004078	blue	#0000FF
ENSBTAG00000004079	greenyellow	#ADFF2F
ENSBTAG00000004080	skyblue	#87CEEB
ENSBTAG00000004085	blue	#0000FF
ENSBTAG00000004088	red	#FF0000
ENSBTAG00000004091	salmon	#FA8072
ENSBTAG00000004098	turquoise	#40E0D0
ENSBTAG00000004100	yellow	#FFFF00
ENSBTAG00000004104	yellow	#FFFF00
ENSBTAG00000004106	black	#000000
ENSBTAG00000004114	turquoise	#40E0D0
ENSBTAG00000004115	purple	#A020F0
ENSBTAG00000004117	green	#00FF00
ENSBTAG00000004118	turquoise	#40E0D0
ENSBTAG00000004124	turquoise	#40E0D0
ENSBTAG00000004135	midnightblue	#191970
ENSBTAG00000004136	white	#FFFFFF
ENSBTAG00000004138	turquoise	#40E0D0
ENSBTAG00000004139	brown	#A52A2A
ENSBTAG00000004147	midnightblue	#191970
ENSBTAG00000004154	turquoise	#40E0D0
ENSBTAG00000004161	royalblue	#4169E1
ENSBTAG00000004165	blue	#0000FF
ENSBTAG00000004171	blue	#0000FF
ENSBTAG00000004172	brown	#A52A2A
ENSBTAG00000004173	turquoise	#40E0D0
ENSBTAG00000004176	blue	#0000FF
ENSBTAG00000004178	blue	#0000FF
ENSBTAG00000004181	cyan	#00FFFF
ENSBTAG00000004184	blue	#0000FF
ENSBTAG00000004188	blue	#0000FF
ENSBTAG00000004189	midnightblue	#191970
ENSBTAG00000004193	grey60	#999999
ENSBTAG00000004196	brown	#A52A2A
ENSBTAG00000004199	greenyellow	#ADFF2F
ENSBTAG00000004200	turquoise	#40E0D0
ENSBTAG00000004203	salmon	#FA8072
ENSBTAG00000004204	green	#00FF00
ENSBTAG00000004211	brown	#A52A2A
ENSBTAG00000004216	purple	#A020F0
ENSBTAG00000004223	skyblue	#87CEEB
ENSBTAG00000004224	blue	#0000FF
ENSBTAG00000004225	brown	#A52A2A
ENSBTAG00000004227	blue	#0000FF
ENSBTAG00000004230	brown	#A52A2A
ENSBTAG00000004238	brown	#A52A2A
ENSBTAG00000004240	purple	#A020F0
ENSBTAG00000004242	green	#00FF00
ENSBTAG00000004243	green	#00FF00
ENSBTAG00000004246	blue	#0000FF
ENSBTAG00000004248	turquoise	#40E0D0
ENSBTAG00000004257	blue	#0000FF
ENSBTAG00000004259	turquoise	#40E0D0
ENSBTAG00000004271	darkgreen	#006400
ENSBTAG00000004272	red	#FF0000
ENSBTAG00000004278	green	#00FF00
ENSBTAG00000004279	midnightblue	#191970
ENSBTAG00000004281	turquoise	#40E0D0
ENSBTAG00000004282	tan	#D2B48C
ENSBTAG00000004284	turquoise	#40E0D0
ENSBTAG00000004286	blue	#0000FF
ENSBTAG00000004291	salmon	#FA8072
ENSBTAG00000004294	turquoise	#40E0D0
ENSBTAG00000004295	turquoise	#40E0D0
ENSBTAG00000004302	blue	#0000FF
ENSBTAG00000004307	pink	#FFC0CB
ENSBTAG00000004310	brown	#A52A2A
ENSBTAG00000004313	cyan	#00FFFF
ENSBTAG00000004315	brown	#A52A2A
ENSBTAG00000004316	grey60	#999999
ENSBTAG00000004318	turquoise	#40E0D0
